#1
double table(8761,2)
# Time [s]	Q_flow [W]
1.514520000000000000e+07 6.046740298639804223e+02
1.514880000000000000e+07 3.323109597894795115e+02
1.515240000000000000e+07 1.781908460687551781e+02
1.515600000000000000e+07 8.167629519221515011e+01
1.515960000000000000e+07 7.712849005707350614e+01
1.516320000000000000e+07 5.143582982446769591e+01
1.516680000000000000e+07 7.712849005707350614e+01
1.517040000000000000e+07 3.222047235990401077e+02
1.517400000000000000e+07 5.143582982446769591e+01
1.517760000000000000e+07 5.799137227444618929e+02
1.518120000000000000e+07 1.246277990015829431e+02
1.518480000000000000e+07 6.045319679011764435e+01
1.518840000000000000e+07 2.059830074089861114e+02
1.519200000000000000e+07 7.813911011561269504e+01
1.519560000000000000e+07 1.367552871722673160e+02
1.519920000000000000e+07 1.559569792874413281e+02
1.520280000000000000e+07 6.954881291424388223e+01
1.520640000000000000e+07 5.143582982446769591e+01
1.521000000000000000e+07 5.143582982446769591e+01
1.521360000000000000e+07 5.143582982446769591e+01
1.521720000000000000e+07 5.143582982446769591e+01
1.522080000000000000e+07 5.143582982446769591e+01
1.522440000000000000e+07 6.954881291424388223e+01
1.522800000000000000e+07 5.617225260546125583e+02
1.523160000000000000e+07 9.669437743403906325e+02
1.523520000000000000e+07 2.347857710674246334e+02
1.523880000000000000e+07 5.143582982446769591e+01
1.524240000000000000e+07 1.119950037635335747e+02
1.524600000000000000e+07 5.143582982446769591e+01
1.524960000000000000e+07 9.430909043026447591e+01
1.525320000000000000e+07 6.045319679011764435e+01
1.525680000000000000e+07 2.595460544761582469e+02
1.526040000000000000e+07 2.393335820952793256e+02
1.526400000000000000e+07 1.221012399539730637e+02
1.526760000000000000e+07 3.009816133726461658e+02
1.527120000000000000e+07 1.893077082104469753e+02
1.527480000000000000e+07 5.143582982446769591e+01
1.527840000000000000e+07 6.954881291424388223e+01
1.528200000000000000e+07 1.746536728864153361e+02
1.528560000000000000e+07 1.119955019232374980e+02
1.528920000000000000e+07 5.143582982446769591e+01
1.529280000000000000e+07 5.143582982446769591e+01
1.529640000000000000e+07 5.143582982446769591e+01
1.530000000000000000e+07 6.045319679011764435e+01
1.530360000000000000e+07 5.143582982446769591e+01
1.530720000000000000e+07 5.143582982446769591e+01
1.531080000000000000e+07 5.143582982446769591e+01
1.531440000000000000e+07 1.091794642773845453e+03
1.531800000000000000e+07 4.172033295627001621e+02
1.532160000000000000e+07 2.696522906665977644e+02
1.532520000000000000e+07 1.119950037635335747e+02
1.532880000000000000e+07 6.954881291424388223e+01
1.533240000000000000e+07 6.449569481902415191e+01
1.533600000000000000e+07 5.143582982446769591e+01
1.533960000000000000e+07 9.936220852548423466e+01
1.534320000000000000e+07 5.143582982446769591e+01
1.534680000000000000e+07 4.045705343246508505e+02
1.535040000000000000e+07 8.167629519221515011e+01
1.535400000000000000e+07 2.797585268570372818e+02
1.535760000000000000e+07 3.697040384362625218e+02
1.536120000000000000e+07 7.813911011561269504e+01
1.536480000000000000e+07 9.178253138265462496e+01
1.536840000000000000e+07 1.044153266207039792e+02
1.537200000000000000e+07 5.186332069228881636e+01
1.537560000000000000e+07 5.143582982446769591e+01
1.537920000000000000e+07 5.143582982446769591e+01
1.538280000000000000e+07 5.143582982446769591e+01
1.538640000000000000e+07 6.954881291424388223e+01
1.539000000000000000e+07 5.143582982446769591e+01
1.539360000000000000e+07 5.143582982446769591e+01
1.539720000000000000e+07 8.167629519221515011e+01
1.540080000000000000e+07 5.248347544751946998e+02
1.540440000000000000e+07 1.018019099925970295e+03
1.540800000000000000e+07 4.070970933722607015e+02
1.541160000000000000e+07 1.317021690770475288e+02
1.541520000000000000e+07 5.143582982446769591e+01
1.541880000000000000e+07 8.066566916322256020e+01
1.542240000000000000e+07 6.954881291424388223e+01
1.542600000000000000e+07 8.167629519221515011e+01
1.542960000000000000e+07 8.167629519221515011e+01
1.543320000000000000e+07 4.384264160783092166e+02
1.543680000000000000e+07 1.271543580491927941e+02
1.544040000000000000e+07 7.308599202816698437e+01
1.544400000000000000e+07 3.045188102657709805e+02
1.544760000000000000e+07 1.094684447159237379e+02
1.545120000000000000e+07 3.019922512181610728e+02
1.545480000000000000e+07 1.357446611432747261e+02
1.545840000000000000e+07 9.178288129164765508e+01
1.546200000000000000e+07 5.143582982446769591e+01
1.546560000000000000e+07 5.143582982446769591e+01
1.546920000000000000e+07 5.143582982446769591e+01
1.547280000000000000e+07 5.143582982446769591e+01
1.547640000000000000e+07 5.143582982446769591e+01
1.548000000000000000e+07 5.143582982446769591e+01
1.548360000000000000e+07 5.143582982446769591e+01
1.548720000000000000e+07 5.212975812928547157e+02
1.549080000000000000e+07 8.588458799265486050e+02
1.549440000000000000e+07 5.849668408396815948e+02
1.549800000000000000e+07 1.933502003544143975e+02
1.550160000000000000e+07 1.317021690770475288e+02
1.550520000000000000e+07 8.167629519221515011e+01
1.550880000000000000e+07 5.143582982446769591e+01
1.551240000000000000e+07 9.178253138265462496e+01
1.551600000000000000e+07 2.509557631985987314e+02
1.551960000000000000e+07 1.468615233627067482e+02
1.552320000000000000e+07 4.561123294115781732e+02
1.552680000000000000e+07 1.018887675730941140e+02
1.553040000000000000e+07 6.045319679011764435e+01
1.553400000000000000e+07 5.143582982446769591e+01
1.553760000000000000e+07 2.095201805913258966e+02
1.554120000000000000e+07 6.045319679011764435e+01
1.554480000000000000e+07 7.712835364620701739e+01
1.554840000000000000e+07 6.954881291424388223e+01
1.555200000000000000e+07 5.143582982446769591e+01
1.555560000000000000e+07 5.143582982446769591e+01
1.555920000000000000e+07 6.449569481902415191e+01
1.556280000000000000e+07 5.143582982446769591e+01
1.556640000000000000e+07 5.143582982446769591e+01
1.557000000000000000e+07 5.143582982446769591e+01
1.557360000000000000e+07 3.969908571818211840e+02
1.557720000000000000e+07 2.272060939245950237e+02
1.558080000000000000e+07 5.364569355785139351e+02
1.558440000000000000e+07 6.132643211415401083e+02
1.558800000000000000e+07 2.484292041509888236e+02
1.559160000000000000e+07 1.544412005055363863e+02
1.559520000000000000e+07 1.044153266207039792e+02
1.559880000000000000e+07 1.645474366959758186e+02
1.560240000000000000e+07 2.357964089129394836e+02
1.560600000000000000e+07 2.969391331229413709e+02
1.560960000000000000e+07 2.443867001904991128e+02
1.561320000000000000e+07 2.570194954285484528e+02
1.561680000000000000e+07 7.712849005707350614e+01
1.562040000000000000e+07 5.143582982446769591e+01
1.562400000000000000e+07 1.706111689259255684e+02
1.562760000000000000e+07 2.393335820952793256e+02
1.563120000000000000e+07 6.449709456383264694e+01
1.563480000000000000e+07 7.813911011561269504e+01
1.563840000000000000e+07 5.143582982446769591e+01
1.564200000000000000e+07 8.672941328743489464e+01
1.564560000000000000e+07 5.143582982446769591e+01
1.564920000000000000e+07 5.143582982446769591e+01
1.565280000000000000e+07 5.143582982446769591e+01
1.565640000000000000e+07 1.205853068576155067e+02
1.566000000000000000e+07 9.356532174460825217e+02
1.566360000000000000e+07 1.241366862206876931e+03
1.566720000000000000e+07 2.807691409917671876e+02
1.567080000000000000e+07 3.419118889125539908e+02
1.567440000000000000e+07 3.206887786861601626e+02
1.567800000000000000e+07 2.418601411428892050e+02
1.568160000000000000e+07 6.449569481902415191e+01
1.568520000000000000e+07 4.495433138250484717e+02
1.568880000000000000e+07 1.357446611432747261e+02
1.569240000000000000e+07 1.519146414579264786e+02
1.569600000000000000e+07 2.494398182857188146e+02
1.569960000000000000e+07 2.221529758293752650e+02
1.570320000000000000e+07 1.493880824103166276e+02
1.570680000000000000e+07 1.832439641639748800e+02
1.571040000000000000e+07 1.822333500292449457e+02
1.571400000000000000e+07 2.347857710674246334e+02
1.571760000000000000e+07 1.731382261332393568e+02
1.572120000000000000e+07 5.143582982446769591e+01
1.572480000000000000e+07 5.143582982446769591e+01
1.572840000000000000e+07 5.143582982446769591e+01
1.573200000000000000e+07 1.119950037635335747e+02
1.573560000000000000e+07 5.143582982446769591e+01
1.573920000000000000e+07 5.143582982446769591e+01
1.574280000000000000e+07 2.994656921705512218e+02
1.574640000000000000e+07 4.647026681107076342e+02
1.575000000000000000e+07 9.381797764936925432e+02
1.575360000000000000e+07 6.885557617916862228e+02
1.575720000000000000e+07 1.620208776483659676e+02
1.576080000000000000e+07 1.721271138388054283e+02
1.576440000000000000e+07 3.358481329718193820e+02
1.576800000000000000e+07 3.232153377337700135e+02
1.577160000000000000e+07 3.120984874086005334e+02
1.577520000000000000e+07 1.119950037635335747e+02
1.577880000000000000e+07 3.247312826466499018e+02
1.578240000000000000e+07 1.205853068576155067e+02
1.578600000000000000e+07 3.570712431982131534e+02
1.578960000000000000e+07 3.995174162294311486e+02
1.579320000000000000e+07 3.171516055038202921e+02
1.579680000000000000e+07 1.221012399539730637e+02
1.580040000000000000e+07 2.272060939245950237e+02
1.580400000000000000e+07 6.449699373469157138e+01
1.580760000000000000e+07 1.246277990015829431e+02
1.581120000000000000e+07 5.143582982446769591e+01
1.581480000000000000e+07 1.119950037635335747e+02
1.581840000000000000e+07 5.143582982446769591e+01
1.582200000000000000e+07 5.143582982446769591e+01
1.582560000000000000e+07 5.143582982446769591e+01
1.582920000000000000e+07 2.747054087618175231e+02
1.583280000000000000e+07 5.465631717689534526e+02
1.583640000000000000e+07 9.063451705865445547e+02
1.584000000000000000e+07 6.147802660544198261e+02
1.584360000000000000e+07 3.419118889125539908e+02
1.584720000000000000e+07 5.824402817920716871e+02
1.585080000000000000e+07 2.145732986865456269e+02
1.585440000000000000e+07 5.143582982446769591e+01
1.585800000000000000e+07 4.470167547774386207e+02
1.586160000000000000e+07 1.317021690770475288e+02
1.586520000000000000e+07 3.621243612934329121e+02
1.586880000000000000e+07 1.569677595531462089e+02
1.587240000000000000e+07 4.647026681107076342e+02
1.587600000000000000e+07 2.994656921705512218e+02
1.587960000000000000e+07 6.045319679011764435e+01
1.588320000000000000e+07 1.271543580491927941e+02
1.588680000000000000e+07 3.120984874086005334e+02
1.589040000000000000e+07 8.167813973580045683e+01
1.589400000000000000e+07 6.196913577141429386e+01
1.589760000000000000e+07 9.178253138265462496e+01
1.590120000000000000e+07 5.143582982446769591e+01
1.590480000000000000e+07 8.167629519221515011e+01
1.590840000000000000e+07 5.143582982446769591e+01
1.591200000000000000e+07 5.143582982446769591e+01
1.591560000000000000e+07 1.721271138388054283e+02
1.591920000000000000e+07 8.138731475367598023e+02
1.592280000000000000e+07 9.609188079221812586e+02
1.592640000000000000e+07 6.021474708163705145e+02
1.593000000000000000e+07 3.009816133726461658e+02
1.593360000000000000e+07 8.672941328743489464e+01
1.593720000000000000e+07 1.271543580491927941e+02
1.594080000000000000e+07 2.368070230476694462e+02
1.594440000000000000e+07 3.520181251029934515e+02
1.594800000000000000e+07 5.143582982446769591e+01
1.595160000000000000e+07 2.822850859046471328e+02
1.595520000000000000e+07 3.823368336743118903e+02
1.595880000000000000e+07 3.232153377337700135e+02
1.596240000000000000e+07 1.382712201908845771e+02
1.596600000000000000e+07 2.494398182857188146e+02
1.596960000000000000e+07 2.170998577341555063e+02
1.597320000000000000e+07 1.246277990015829431e+02
1.597680000000000000e+07 1.367551803571247717e+02
1.598040000000000000e+07 5.143582982446769591e+01
1.598400000000000000e+07 5.143582982446769591e+01
1.598760000000000000e+07 6.196913577141429386e+01
1.599120000000000000e+07 5.143582982446769591e+01
1.599480000000000000e+07 5.143582982446769591e+01
1.599840000000000000e+07 5.143582982446769591e+01
1.600200000000000000e+07 3.232153377337700135e+02
1.600560000000000000e+07 9.604135722981321805e+02
1.600920000000000000e+07 1.247935973258468493e+03
1.601280000000000000e+07 5.738499905145120010e+02
1.601640000000000000e+07 5.143582982446769591e+01
1.602000000000000000e+07 6.449569481902415191e+01
1.602360000000000000e+07 2.848116449522569837e+02
1.602720000000000000e+07 5.143582982446769591e+01
1.603080000000000000e+07 2.418601411428892050e+02
1.603440000000000000e+07 1.620208776483659676e+02
1.603800000000000000e+07 4.247830067055297718e+02
1.604160000000000000e+07 1.731377279735354193e+02
1.604520000000000000e+07 1.994139444008864359e+02
1.604880000000000000e+07 2.620726135237681547e+02
1.605240000000000000e+07 2.069936215437160172e+02
1.605600000000000000e+07 5.143582982446769591e+01
1.605960000000000000e+07 2.196264167817653856e+02
1.606320000000000000e+07 5.186424001772492431e+01
1.606680000000000000e+07 5.143582982446769591e+01
1.607040000000000000e+07 5.143582982446769591e+01
1.607400000000000000e+07 5.143582982446769591e+01
1.607760000000000000e+07 7.712849005707350614e+01
1.608120000000000000e+07 5.143582982446769591e+01
1.608480000000000000e+07 5.143582982446769591e+01
1.608840000000000000e+07 4.222564476579198640e+02
1.609200000000000000e+07 1.018524430393159264e+03
1.609560000000000000e+07 7.249382500145242147e+02
1.609920000000000000e+07 1.104932673635943729e+03
1.610280000000000000e+07 1.418084052674870463e+02
1.610640000000000000e+07 5.143582982446769591e+01
1.611000000000000000e+07 4.722823452535371871e+02
1.611360000000000000e+07 2.494398182857188146e+02
1.611720000000000000e+07 1.317021690770475288e+02
1.612080000000000000e+07 1.205853068576155067e+02
1.612440000000000000e+07 4.935054317691461279e+02
1.612800000000000000e+07 4.409529751259190675e+02
1.613160000000000000e+07 1.544412005055363863e+02
1.613520000000000000e+07 1.493880824103166276e+02
1.613880000000000000e+07 8.167629519221515011e+01
1.614240000000000000e+07 6.196913577141429386e+01
1.614600000000000000e+07 2.696522906665977644e+02
1.614960000000000000e+07 1.069431904611463011e+02
1.615320000000000000e+07 8.167629519221515011e+01
1.615680000000000000e+07 6.196913577141429386e+01
1.616040000000000000e+07 5.143582982446769591e+01
1.616400000000000000e+07 7.712849005707350614e+01
1.616760000000000000e+07 5.143582982446769591e+01
1.617120000000000000e+07 5.143582982446769591e+01
1.617480000000000000e+07 3.120984874086005334e+02
1.617840000000000000e+07 7.739534860538416297e+02
1.618200000000000000e+07 5.925465179825112045e+02
1.618560000000000000e+07 7.188744703630046615e+02
1.618920000000000000e+07 6.789548563793966878e+02
1.619280000000000000e+07 5.228135262057346608e+02
1.619640000000000000e+07 2.272060939245950237e+02
1.620000000000000000e+07 1.893077082104469753e+02
1.620360000000000000e+07 2.918860150277216121e+02
1.620720000000000000e+07 1.620208776483659676e+02
1.621080000000000000e+07 1.493880824103166276e+02
1.621440000000000000e+07 1.569677595531462089e+02
1.621800000000000000e+07 4.010333611423109801e+02
1.622160000000000000e+07 1.908236413068045465e+02
1.622520000000000000e+07 1.605049327354861077e+02
1.622880000000000000e+07 1.069418856683138586e+02
1.623240000000000000e+07 1.418084052674870463e+02
1.623600000000000000e+07 5.186361724812877583e+01
1.623960000000000000e+07 5.143582982446769591e+01
1.624320000000000000e+07 6.045319679011764435e+01
1.624680000000000000e+07 9.178253138265462496e+01
1.625040000000000000e+07 1.119950037635335747e+02
1.625400000000000000e+07 5.143582982446769591e+01
1.625760000000000000e+07 8.167629519221515011e+01
1.626120000000000000e+07 2.120467396389357759e+02
1.626480000000000000e+07 7.052310609902252736e+02
1.626840000000000000e+07 1.031662461255257540e+03
1.627200000000000000e+07 5.859775023959813325e+02
1.627560000000000000e+07 6.449569481902415191e+01
1.627920000000000000e+07 1.195746809063631986e+02
1.628280000000000000e+07 1.119950037635335747e+02
1.628640000000000000e+07 5.143582982446769591e+01
1.629000000000000000e+07 2.893594559801117043e+02
1.629360000000000000e+07 3.348375188370893625e+02
1.629720000000000000e+07 2.297326529722048463e+02
1.630080000000000000e+07 3.757677706662123001e+02
1.630440000000000000e+07 5.111913451024151982e+02
1.630800000000000000e+07 1.680846098783157174e+02
1.631160000000000000e+07 1.605049327354861077e+02
1.631520000000000000e+07 1.069418856683138586e+02
1.631880000000000000e+07 1.119950037635335747e+02
1.632240000000000000e+07 1.317020029460726107e+02
1.632600000000000000e+07 5.143582982446769591e+01
1.632960000000000000e+07 5.143582982446769591e+01
1.633320000000000000e+07 5.143582982446769591e+01
1.633680000000000000e+07 5.143582982446769591e+01
1.634040000000000000e+07 5.143582982446769591e+01
1.634400000000000000e+07 5.143582982446769591e+01
1.634760000000000000e+07 1.170481218587533334e+02
1.635120000000000000e+07 1.404582634210280503e+03
1.635480000000000000e+07 9.826472732594322679e+02
1.635840000000000000e+07 1.888024011430819655e+02
1.636200000000000000e+07 2.322592120198147256e+02
1.636560000000000000e+07 1.119950037635335747e+02
1.636920000000000000e+07 5.143582982446769591e+01
1.637280000000000000e+07 1.119950037635335747e+02
1.637640000000000000e+07 5.122019592371452745e+02
1.638000000000000000e+07 3.196781645514301431e+02
1.638360000000000000e+07 2.272060939245950237e+02
1.638720000000000000e+07 4.424689200387988421e+02
1.639080000000000000e+07 5.485844000384133778e+02
1.639440000000000000e+07 2.044670624961061947e+02
1.639800000000000000e+07 1.822333500292449457e+02
1.640160000000000000e+07 8.420285423982501527e+01
1.640520000000000000e+07 1.018887675730941140e+02
1.640880000000000000e+07 1.519142381413622047e+02
1.641240000000000000e+07 5.143582982446769591e+01
1.641600000000000000e+07 7.207537196185376160e+01
1.641960000000000000e+07 5.143582982446769591e+01
1.642320000000000000e+07 6.449569481902415191e+01
1.642680000000000000e+07 5.143582982446769591e+01
1.643040000000000000e+07 5.143582982446769591e+01
1.643400000000000000e+07 2.322592120198147256e+02
1.643760000000000000e+07 1.118576130585773626e+03
1.644120000000000000e+07 7.491931789343231003e+02
1.644480000000000000e+07 4.323626838483593247e+02
1.644840000000000000e+07 5.143582982446769591e+01
1.645200000000000000e+07 5.143582982446769591e+01
1.645560000000000000e+07 5.143582982446769591e+01
1.645920000000000000e+07 9.178253138265462496e+01
1.646280000000000000e+07 2.595460544761582469e+02
1.646640000000000000e+07 4.060864792375307388e+02
1.647000000000000000e+07 7.207537196185376160e+01
1.647360000000000000e+07 2.009298893137663242e+02
1.647720000000000000e+07 2.383229679605493629e+02
1.648080000000000000e+07 3.373640778846992703e+02
1.648440000000000000e+07 3.560606053526983032e+02
1.648800000000000000e+07 7.207537196185376160e+01
1.649160000000000000e+07 7.207537196185376160e+01
1.649520000000000000e+07 1.008779161750344855e+02
1.649880000000000000e+07 8.167629519221515011e+01
1.650240000000000000e+07 8.167629519221515011e+01
1.650600000000000000e+07 5.143582982446769591e+01
1.650960000000000000e+07 5.143582982446769591e+01
1.651320000000000000e+07 5.143582982446769591e+01
1.651680000000000000e+07 1.119950037635335747e+02
1.652040000000000000e+07 4.561123294115781732e+02
1.652400000000000000e+07 9.053345088747640830e+02
1.652760000000000000e+07 9.720357058244012478e+02
1.653120000000000000e+07 4.010333611423109801e+02
1.653480000000000000e+07 7.207537196185376160e+01
1.653840000000000000e+07 1.119950037635335747e+02
1.654200000000000000e+07 7.207537196185376160e+01
1.654560000000000000e+07 5.143582982446769591e+01
1.654920000000000000e+07 2.873382039998668915e+02
1.655280000000000000e+07 2.297326529722048463e+02
1.655640000000000000e+07 1.994139444008864359e+02
1.656000000000000000e+07 2.297326529722048463e+02
1.656360000000000000e+07 2.069936215437160172e+02
1.656720000000000000e+07 3.808208887614320588e+02
1.657080000000000000e+07 3.848633927219217981e+02
1.657440000000000000e+07 2.772319678094273740e+02
1.657800000000000000e+07 1.221012399539730637e+02
1.658160000000000000e+07 6.954923402555789380e+01
1.658520000000000000e+07 1.119950037635335747e+02
1.658880000000000000e+07 5.143582982446769591e+01
1.659240000000000000e+07 5.143582982446769591e+01
1.659600000000000000e+07 5.143582982446769591e+01
1.659960000000000000e+07 5.143582982446769591e+01
1.660320000000000000e+07 5.143582982446769591e+01
1.660680000000000000e+07 1.367552871722673160e+02
1.661040000000000000e+07 6.147802660544198261e+02
1.661400000000000000e+07 1.008923429826768825e+03
1.661760000000000000e+07 6.597529981332477291e+02
1.662120000000000000e+07 1.832439641639748800e+02
1.662480000000000000e+07 5.143582982446769591e+01
1.662840000000000000e+07 7.207537196185376160e+01
1.663200000000000000e+07 6.954881291424388223e+01
1.663560000000000000e+07 3.722305974838724296e+02
1.663920000000000000e+07 1.418084052674870463e+02
1.664280000000000000e+07 2.994656921705512218e+02
1.664640000000000000e+07 4.374158019435791402e+02
1.665000000000000000e+07 3.045188102657709805e+02
1.665360000000000000e+07 3.560606053526983032e+02
1.665720000000000000e+07 1.221012399539730637e+02
1.666080000000000000e+07 3.899165108171415000e+02
1.666440000000000000e+07 1.559571335241536758e+02
1.666800000000000000e+07 5.186372994043632900e+01
1.667160000000000000e+07 6.196913577141429386e+01
1.667520000000000000e+07 5.143582982446769591e+01
1.667880000000000000e+07 5.143582982446769591e+01
1.668240000000000000e+07 5.143582982446769591e+01
1.668600000000000000e+07 5.143582982446769591e+01
1.668960000000000000e+07 5.143582982446769591e+01
1.669320000000000000e+07 2.519663773333286656e+02
1.669680000000000000e+07 1.053896257059697291e+03
1.670040000000000000e+07 7.901234543964906152e+02
1.670400000000000000e+07 1.756642870211452703e+02
1.670760000000000000e+07 5.581853528722728015e+02
1.671120000000000000e+07 3.070453693133808315e+02
1.671480000000000000e+07 1.822333500292449457e+02
1.671840000000000000e+07 1.392818462198771670e+02
1.672200000000000000e+07 1.867811491628371243e+02
1.672560000000000000e+07 2.120467396389357759e+02
1.672920000000000000e+07 3.899165108171415000e+02
1.673280000000000000e+07 3.019922512181610728e+02
1.673640000000000000e+07 1.933502003544143975e+02
1.674000000000000000e+07 2.282167317701098170e+02
1.674360000000000000e+07 1.018887675730941140e+02
1.674720000000000000e+07 4.222564476579198640e+02
1.675080000000000000e+07 2.095201805913258966e+02
1.675440000000000000e+07 6.954993389796213421e+01
1.675800000000000000e+07 1.008781415441015383e+02
1.676160000000000000e+07 6.196913577141429386e+01
1.676520000000000000e+07 6.449569481902415191e+01
1.676880000000000000e+07 5.143582982446769591e+01
1.677240000000000000e+07 5.143582982446769591e+01
1.677600000000000000e+07 5.143582982446769591e+01
1.677960000000000000e+07 5.143582982446769591e+01
1.678320000000000000e+07 7.527303995382327457e+02
1.678680000000000000e+07 5.071488411419255158e+02
1.679040000000000000e+07 3.545446841506033024e+02
1.679400000000000000e+07 7.800172182060510977e+02
1.679760000000000000e+07 6.612689430461275606e+02
1.680120000000000000e+07 1.407977792384944564e+02
1.680480000000000000e+07 7.207537196185376160e+01
1.680840000000000000e+07 4.783460774834869653e+02
1.681200000000000000e+07 1.645474366959758186e+02
1.681560000000000000e+07 4.197298886103100131e+02
1.681920000000000000e+07 3.146250464562104412e+02
1.682280000000000000e+07 7.712849005707350614e+01
1.682640000000000000e+07 1.094684447159237379e+02
1.683000000000000000e+07 2.620726135237681547e+02
1.683360000000000000e+07 3.419118889125539908e+02
1.683720000000000000e+07 3.459543691622588426e+02
1.684080000000000000e+07 6.045548026308875933e+01
1.684440000000000000e+07 6.954881291424388223e+01
1.684800000000000000e+07 5.143582982446769591e+01
1.685160000000000000e+07 1.119950037635335747e+02
1.685520000000000000e+07 1.569677595531462089e+02
1.685880000000000000e+07 5.143582982446769591e+01
1.686240000000000000e+07 5.143582982446769591e+01
1.686600000000000000e+07 2.120467396389357759e+02
1.686960000000000000e+07 5.137179041500251060e+02
1.687320000000000000e+07 1.174665760877782077e+03
1.687680000000000000e+07 5.223081954275847920e+02
1.688040000000000000e+07 2.357964089129394836e+02
1.688400000000000000e+07 1.822333500292449457e+02
1.688760000000000000e+07 5.143582982446769591e+01
1.689120000000000000e+07 1.119950037635335747e+02
1.689480000000000000e+07 2.645991725713780056e+02
1.689840000000000000e+07 1.721271138388054283e+02
1.690200000000000000e+07 3.722305974838724296e+02
1.690560000000000000e+07 1.519146414579264786e+02
1.690920000000000000e+07 2.357964089129394836e+02
1.691280000000000000e+07 2.231636136748901436e+02
1.691640000000000000e+07 4.111395973327504407e+02
1.692000000000000000e+07 3.247312826466499018e+02
1.692360000000000000e+07 3.934536839994813704e+02
1.692720000000000000e+07 6.197178697922426949e+01
1.693080000000000000e+07 8.672941328743489464e+01
1.693440000000000000e+07 5.143582982446769591e+01
1.693800000000000000e+07 6.954881291424388223e+01
1.694160000000000000e+07 5.143582982446769591e+01
1.694520000000000000e+07 5.143582982446769591e+01
1.694880000000000000e+07 5.143582982446769591e+01
1.695240000000000000e+07 5.143582982446769591e+01
1.695600000000000000e+07 2.858222590869870032e+02
1.695960000000000000e+07 1.439449129632227141e+03
1.696320000000000000e+07 7.502038404906229516e+02
1.696680000000000000e+07 7.914973614460528495e+01
1.697040000000000000e+07 1.221012399539730637e+02
1.697400000000000000e+07 6.196913577141429386e+01
1.697760000000000000e+07 1.746536728864153361e+02
1.698120000000000000e+07 6.196913577141429386e+01
1.698480000000000000e+07 2.120467396389357759e+02
1.698840000000000000e+07 2.731894638489376348e+02
1.699200000000000000e+07 2.570194954285484528e+02
1.699560000000000000e+07 2.155839365320605339e+02
1.699920000000000000e+07 1.569677595531462089e+02
1.700280000000000000e+07 4.899682585868063711e+02
1.700640000000000000e+07 9.077190535366204927e+01
1.701000000000000000e+07 1.119950037635335747e+02
1.701360000000000000e+07 1.018888505997114322e+02
1.701720000000000000e+07 5.143582982446769591e+01
1.702080000000000000e+07 5.143582982446769591e+01
1.702440000000000000e+07 5.143582982446769591e+01
1.702800000000000000e+07 5.143582982446769591e+01
1.703160000000000000e+07 5.143582982446769591e+01
1.703520000000000000e+07 5.143582982446769591e+01
1.703880000000000000e+07 9.178253138265462496e+01
1.704240000000000000e+07 1.565777082012720712e+03
1.704600000000000000e+07 5.020957230467058139e+02
1.704960000000000000e+07 1.296809170968026592e+02
1.705320000000000000e+07 3.621243612934329121e+02
1.705680000000000000e+07 1.918342672580568262e+02
1.706040000000000000e+07 8.167629519221515011e+01
1.706400000000000000e+07 2.519663773333286656e+02
1.706760000000000000e+07 2.469132592381089353e+02
1.707120000000000000e+07 1.155321887623957480e+02
1.707480000000000000e+07 2.044670624961061947e+02
1.707840000000000000e+07 3.398906369323091212e+02
1.708200000000000000e+07 3.747571565314822806e+02
1.708560000000000000e+07 2.544929363809385734e+02
1.708920000000000000e+07 2.706629048013277270e+02
1.709280000000000000e+07 1.008781415441015383e+02
1.709640000000000000e+07 1.893077082104469753e+02
1.710000000000000000e+07 5.186399683836008023e+01
1.710360000000000000e+07 5.143582982446769591e+01
1.710720000000000000e+07 7.207537196185376160e+01
1.711080000000000000e+07 5.143582982446769591e+01
1.711440000000000000e+07 6.954881291424388223e+01
1.711800000000000000e+07 5.143582982446769591e+01
1.712160000000000000e+07 1.119950037635335747e+02
1.712520000000000000e+07 1.317021690770475288e+02
1.712880000000000000e+07 1.463198822772495987e+03
1.713240000000000000e+07 9.765834934524320943e+02
1.713600000000000000e+07 3.873899517695316490e+02
1.713960000000000000e+07 8.167629519221515011e+01
1.714320000000000000e+07 7.207537196185376160e+01
1.714680000000000000e+07 5.143582982446769591e+01
1.715040000000000000e+07 7.207537196185376160e+01
1.715400000000000000e+07 2.297326529722048463e+02
1.715760000000000000e+07 4.273095657531396228e+02
1.716120000000000000e+07 8.672941328743489464e+01
1.716480000000000000e+07 3.747571565314822806e+02
1.716840000000000000e+07 5.096754001895353667e+02
1.717200000000000000e+07 8.167629519221515011e+01
1.717560000000000000e+07 1.994139444008864359e+02
1.717920000000000000e+07 1.296809170968026592e+02
1.718280000000000000e+07 5.143582982446769591e+01
1.718640000000000000e+07 9.683528767461874054e+01
1.719000000000000000e+07 5.143582982446769591e+01
1.719360000000000000e+07 5.143582982446769591e+01
1.719720000000000000e+07 7.207537196185376160e+01
1.720080000000000000e+07 5.143582982446769591e+01
1.720440000000000000e+07 5.143582982446769591e+01
1.720800000000000000e+07 5.143582982446769591e+01
1.721160000000000000e+07 3.570712431982131534e+02
1.721520000000000000e+07 8.411599665932794778e+02
1.721880000000000000e+07 1.497054657260065142e+03
1.722240000000000000e+07 2.873382039998668915e+02
1.722600000000000000e+07 5.143582982446769591e+01
1.722960000000000000e+07 1.221012399539730637e+02
1.723320000000000000e+07 1.519146414579264786e+02
1.723680000000000000e+07 5.143582982446769591e+01
