#1                   																			
double wetter (8760, 20)																			
864000	13	1	1	11	1	0	90	2	-1.8	980.2	3.3	96	28	0	0	9	224	-302	9
867600	13	1	1	11	2	0	300	1	-3.1	980.5	2.8	92	10	0	0	9	218	-296	9
871200	13	1	1	11	3	0	300	1	-3.3	981.1	2.9	94	10	0	0	9	217	-295	9
874800	13	1	1	11	4	0	100	0	-3.3	981.3	2.9	95	10	0	0	9	217	-295	9
878400	13	1	1	11	5	0	300	0	-3.4	981.6	2.9	95	10	0	0	9	216	-294	9
882000	13	1	1	11	6	0	90	1	-3.6	981.9	2.8	94	-1	0	0	9	215	-293	9
885600	13	1	1	11	7	0	100	1	-3.9	981.8	2.7	94	-1	0	0	9	214	-292	9
889200	13	1	1	11	8	0	80	1	-2.4	982	3.1	94	-1	0	0	9	221	-299	9
892800	13	1	1	11	9	1	80	2	-2.6	982.3	3	94	-1	28	38	9	220	-298	9
896400	13	1	1	11	10	1	110	1	-0.9	982.5	3.4	93	-1	88	88	9	229	-306	9
900000	13	1	1	11	11	1	100	1	1.4	982.6	3.7	87	-1	142	113	9	241	-317	9
903600	13	1	1	11	12	5	100	1	3.5	982.2	4	81	-1	72	173	9	267	-328	9
907200	13	1	1	11	13	3	170	0	6.2	981.6	4.1	68	-1	116	158	9	271	-340	9
910800	13	1	1	11	14	1	220	0	9.4	981.1	4.2	57	-1	122	105	9	286	-356	9
914400	13	1	1	11	15	1	130	0	9.2	980.6	4.4	59	-1	62	71	9	285	-355	9
918000	13	1	1	11	16	1	100	1	8	980.2	4.4	65	-1	9	12	9	278	-349	9
921600	13	1	1	11	17	1	80	1	5.4	980.2	4.2	74	-1	0	0	9	263	-336	9
925200	13	1	1	11	18	2	290	0	1	980.3	3.4	82	0	0	0	9	239	-315	9
928800	13	1	1	11	19	2	150	0	-0.1	980.4	3.4	88	0	0	0	9	233	-310	9
932400	13	1	1	11	20	0	110	1	0.9	980.7	3.7	90	0	0	0	9	238	-314	9
936000	13	1	1	11	21	0	290	0	-0.5	980.7	3.5	94	10	0	0	9	231	-308	9
939600	13	1	1	11	22	2	230	0	-1.4	980.5	3.2	93	10	0	0	9	228	-304	9
943200	13	1	1	11	23	1	110	1	-1.1	980.5	3.4	95	10	0	0	9	228	-305	9
946800	13	1	1	11	24	0	90	1	-1.8	980.5	3.2	96	10	0	0	9	224	-302	9
950400	13	1	1	12	1	2	90	1	-1.2	980.2	3.3	94	10	0	0	9	228	-304	9
954000	13	1	1	12	2	0	90	1	-1.3	980.2	3.2	92	0	0	0	9	227	-304	9
957600	13	1	1	12	3	0	90	0	-2	980.2	3.1	91	0	0	0	9	223	-301	9
961200	13	1	1	12	4	0	90	0	-2	979.7	3	90	0	0	0	9	223	-301	9
964800	13	1	1	12	5	2	90	1	-2.3	979.5	2.9	89	0	0	0	9	222	-299	9
